12730 -216.05 2.58
12731 -215.92 2.49
12732 -215.98 2.52
12735 -215.91 2.57
12736 -216.26 2.53
12783 -221.06 3.26
12784 -211.52 3.23
12785 -225.95 5.29
12787 -213.22 4.67
12788 -216.95 5.30
12789 -227.95 5.17
12790 -227.54 5.60
12791 -216.16 5.02
12792 -214.80 4.49
12793 -217.14 5.36
12794 -222.74 4.63
12877 -231.67 2.16
12878 -231.79 2.30
12879 -231.39 2.10
12880 -231.28 2.21
12882 -232.49 2.19
12883 -231.34 2.16
12884 -231.17 2.13
12885 -232.01 1.95
12886 -231.20 2.16
12894 -231.16 2.22
12895 -231.00 2.17
12896 -231.11 2.16
12897 -231.20 2.18
12898 -230.98 2.19
12899 -231.30 2.23
12917 -228.56 2.16
12928 -227.71 2.59
12930 -228.67 2.23
12931 -228.79 2.21
12932 -229.16 2.17
12933 -229.00 2.26
12934 -229.00 2.19
12936 -228.95 2.21
12937 -228.83 2.27
12938 -228.97 2.19
12940 -228.88 2.19
12941 -228.91 2.28
12942 -228.87 2.23
12943 -229.26 2.25
12944 -229.20 2.18
12945 -234.19 2.12
12946 -228.91 2.11
12947 -233.51 2.20
12948 -228.51 2.16
12949 -229.36 2.06
12950 -229.08 2.20
12959 -228.88 2.24
12960 -228.82 2.24
12962 -228.92 2.20
12963 -229.02 1.97
12964 -235.29 2.25
12970 -228.67 2.20
12971 -228.77 2.20
12972 -229.05 2.22
12973 -229.23 2.12
12974 -238.60 2.19
12975 -238.96 2.01
12990 -228.69 2.12
12991 -228.61 2.24
12993 -228.71 2.19
12995 -231.93 2.28
12997 -238.74 2.26
12998 -240.05 2.66
12999 -239.81 4.76
13000 -242.27 6.18
13001 -240.65 5.08
13002 -240.72 4.83
13003 -240.39 4.89
13004 -240.89 4.84
13005 -239.93 5.95
13006 -240.39 4.46
13008 -240.41 4.84
13009 -241.16 5.34
13010 -240.67 5.12
13012 -230.44 4.86
13013 -233.30 5.03
13014 -233.62 5.32
13015 -231.60 5.17
13016 -235.64 5.22
13017 -239.29 5.15
13018 -235.53 5.54
13051 -222.77 3.95
13052 -221.56 3.90
13053 -220.31 3.85
13054 -219.31 3.49
13055 -219.31 3.93
13056 -221.80 4.75
13057 -220.12 3.40
13058 -222.63 3.71
13059 -226.37 2.45
13060 -227.20 2.61
13061 -225.33 2.28
13062 -226.23 2.31
13064 -229.77 2.31
13065 -223.41 2.20
13066 -225.32 2.26
13067 -227.49 2.19
13068 -229.70 2.54
13069 -231.65 3.22
13070 -237.77 3.28
13077 -233.25 2.05
13078 -232.80 2.30
13079 -228.63 4.05
13082 -230.64 2.92
13085 -230.80 2.87
13091 -230.85 2.68
13093 -227.15 3.02
13095 -230.55 2.92
13130 -230.67 2.85
13131 -230.80 2.84
13132 -231.00 2.82
13133 -230.99 2.79
13134 -230.79 2.81
13135 -230.73 2.83
13136 -231.09 2.58
13137 -231.06 2.75
13138 -231.22 2.81
13139 -231.62 2.83
13140 -231.69 2.83
13141 -231.20 2.92
13142 -231.06 2.76
13143 -230.91 2.80
13144 -230.93 2.82
13145 -230.98 2.91
13146 -232.00 3.20
13147 -230.90 2.78
13148 -231.00 2.78
13149 -230.91 2.90
13150 -230.75 2.94
13151 -231.09 2.79
13152 -230.96 2.73
13153 -231.14 2.85
13155 -230.66 2.87
13156 -230.63 2.83
13157 -230.87 2.81
13227 -227.75 2.28
13228 -225.20 2.45
13229 -219.02 2.32
13230 -218.60 2.33
13231 -219.61 2.31
13232 -220.76 2.36
13233 -219.80 2.31
13234 -225.11 2.42
13235 -219.89 2.31
13236 -224.56 2.38
13237 -221.07 2.39
13238 -219.42 2.28
13250 -220.24 2.18
13312 -220.14 2.24
13313 -219.97 2.29
13314 -219.88 2.26
13315 -219.89 2.50
13316 -219.39 2.38
13317 -212.92 2.34
13318 -212.89 2.49
13319 -215.72 2.39
13320 -215.98 2.44
13321 -214.23 2.36
13346 -208.11 2.66
13350 -207.07 2.76
13351 -208.27 2.63
13352 -207.14 2.69
13353 -207.33 2.73
13354 -207.96 2.76
13355 -208.58 2.70
13357 -210.39 2.83
13361 -200.99 2.10
13365 -205.28 2.75
13367 -208.97 2.74
13372 -207.54 2.75
13374 -207.42 2.70
13375 -208.06 2.76
13379 -208.48 2.61
13380 -208.35 2.56
13381 -208.01 2.60
13382 -205.83 2.85
13383 -208.51 2.58
13384 -207.47 2.62
13407 -212.37 2.40
