13408 -212.37 2.38
13409 -212.05 2.61
13410 -212.27 2.53
13411 -211.75 2.58
13412 -212.06 2.55
13414 -212.09 2.47
13415 -212.05 2.45
13416 -212.17 2.41
13417 -211.64 2.41
13418 -212.01 2.40
13419 -211.59 2.52
13421 -212.07 2.46
13422 -211.98 2.45
13423 -211.88 2.44
13424 -212.02 2.48
13425 -212.26 2.45
13426 -211.87 2.62
13428 -212.46 2.83
13429 -211.82 2.51
13430 -212.12 2.35
13431 -212.14 2.44
13432 -211.58 2.46
13433 -211.74 2.45
13434 -212.59 2.42
13435 -213.19 2.21
13436 -213.60 2.65
13437 -212.49 2.48
13474 -204.08 2.42
13475 -208.91 2.27
13476 -213.80 2.41
13477 -213.74 2.25
13479 -213.82 2.31
13480 -213.98 2.27
13481 -215.13 2.59
13482 -217.47 3.43
13483 -216.06 3.36
13484 -217.82 3.48
13485 -212.49 3.49
13486 -216.56 3.46
13487 -215.94 3.32
13488 -212.45 2.43
13489 -213.47 2.15
13490 -211.87 2.27
13491 -211.75 2.33
13492 -211.25 2.30
13502 -210.92 2.16
13503 -209.74 2.47
13504 -210.85 2.23
13505 -210.56 2.23
13506 -210.68 2.26
13507 -210.81 2.24
13510 -210.67 2.21
13511 -210.74 2.23
13512 -210.90 2.28
13513 -210.76 2.22
13514 -210.61 2.22
13515 -210.75 2.15
13516 -210.94 2.22
13518 -210.78 2.21
13521 -209.83 2.59
13522 -209.87 2.23
13523 -210.80 2.16
13524 -210.69 2.22
13525 -210.99 1.78
13526 -211.05 2.36
13529 -211.59 2.65
13534 -210.72 2.19
13535 -210.88 2.21
13536 -211.37 2.28
13549 -232.81 3.51
13550 -222.97 3.80
13552 -217.80 4.77
13553 -219.84 5.49
13554 -218.33 5.40
13556 -218.22 5.80
13557 -218.41 5.47
13558 -214.44 4.28
13559 -219.97 6.24
13560 -217.80 5.44
13561 -218.39 6.15
13563 -214.40 4.79
13564 -216.01 5.69
13566 -216.12 5.28
13567 -214.67 5.09
13569 -216.67 5.87
13570 -215.03 4.93
13571 -217.33 5.93
13572 -218.34 5.94
13573 -213.21 4.24
13574 -220.02 2.89
13575 -218.44 2.12
13576 -218.29 2.17
13577 -218.53 2.15
13578 -218.95 2.21
13583 -218.24 2.24
13584 -218.41 2.15
13585 -218.03 2.24
13586 -218.27 2.20
13587 -218.06 2.23
13588 -218.01 2.29
13589 -218.12 2.16
13590 -218.15 2.19
13591 -218.43 2.18
13592 -218.06 2.24
13593 -218.17 2.52
13594 -218.11 2.18
13595 -217.96 2.26
13598 -218.18 2.19
13599 -217.85 2.29
13600 -218.04 2.23
13603 -218.02 2.22
13604 -217.88 2.14
13605 -218.05 2.20
13606 -217.94 2.41
13607 -217.76 2.27
13608 -217.92 2.38
13609 -218.25 2.23
13626 -217.74 2.29
13627 -217.79 2.28
13628 -217.88 2.24
13629 -218.21 2.18
13630 -217.89 2.28
13631 -217.68 2.18
13632 -218.02 2.20
13633 -218.09 2.17
13635 -218.12 2.20
13636 -217.94 2.25
13637 -218.18 2.15
13639 -218.24 2.09
13640 -218.24 2.23
13641 -218.25 2.20
13642 -218.27 2.19
13643 -218.43 2.10
13644 -218.08 2.14
13645 -218.00 2.13
13646 -217.89 2.32
13647 -216.54 2.34
13648 -218.35 2.23
13649 -218.00 2.12
13650 -218.14 2.24
13651 -218.00 2.28
13653 -218.10 2.24
13654 -218.04 2.20
13655 -217.95 2.25
13667 -218.36 2.12
13668 -218.44 2.15
13669 -218.60 2.19
13670 -218.39 2.20
13671 -218.43 2.19
13672 -217.93 2.23
13673 -218.17 2.28
13674 -218.11 2.27
13675 -218.41 2.22
13676 -218.49 2.16
13677 -218.52 2.21
13678 -218.26 2.09
13679 -218.41 2.22
13680 -218.51 2.10
13683 -218.76 2.23
13684 -218.57 2.10
13685 -218.68 2.05
13686 -218.30 2.06
13700 -218.20 2.20
13701 -217.58 2.18
13702 -218.11 2.17
13703 -218.04 2.26
13704 -218.41 2.17
13705 -218.22 2.18
13706 -218.18 2.21
13707 -218.28 2.14
13708 -218.20 2.19
13709 -218.26 2.18
13710 -218.19 2.19
13711 -218.14 2.15
13712 -218.28 2.25
13713 -218.38 2.12
13727 -218.25 2.19
13728 -218.68 2.22
13729 -218.51 2.27
13734 -218.16 2.21
13735 -218.31 2.24
13736 -218.50 2.11
13737 -218.45 2.10
