6.5 10.5  -1    -0.4  1.   0.638306    0.006450  0.006450  0.558379  0.013394  0.013312
6.5 10.5  -0.4  0.4   1.   0.521543    0.004798  0.004798  0.473347  0.010183  0.010205
6.5 10.5  0.4   1     1.   0.448085    0.010813  0.010813  0.419238  0.021755  0.022061












 
