14.5  16.5  -1    -0.4  1.   0.295325  0.014200  0.014200  0.231527  0.030574  0.033430
14.5  16.5  -0.4  0.4   1.   0.169940  0.012503  0.012503  0.128205  0.024376  0.028584
14.5  16.5  0.4   1     1.   0.056134  0.024528  0.024528  0.111111  0.092099  0.211558  
16.5  18.5  -1    -0.4  1.   0.710589  0.013886  0.013886  0.608392  0.030957  0.030155
16.5  18.5  -0.4  0.4   1.   0.546554  0.016104  0.016104  0.458015  0.032454  0.032793
16.5  18.5  0.4   1     1.   0.318692  0.049103  0.049103  0.178571  0.074870  0.102762

