PDF (FGD 1, Muon) - 2017/10/24

3	19.0889	0.765544	3.37016	0.939015
4	22.506	0.10896	4.40649	0.106105
5	26.1658	0.0105557	3.96297	0.0106966
6	28.4766	0.00881866	4.03954	0.0093897
7	30.9343	0.00921751	4.2073	0.00962509
8	32.8442	0.00973587	4.40364	0.00992424
9	35.0942	0.0104241	4.58124	0.0105311
10	37.061	0.0104444	4.42143	0.0109446
11	39.3075	0.0108546	4.46321	0.0115191
12	41.8139	0.0121256	4.76802	0.012459
13	43.7333	0.0134859	4.77632	0.0139387
14	45.6342	0.013755	4.75347	0.0143305
15	47.8525	0.0166608	4.88781	0.0171039
16	49.8356	0.0176335	4.91577	0.0182691
17	51.6193	0.01848	5.02935	0.0192182
18	53.5876	0.0207885	4.93605	0.0216387
19	55.3243	0.0231667	5.15509	0.0237765
20	57.1483	0.020832	4.84626	0.0220109
21	58.8184	0.0249058	5.14373	0.0261287
22	60.9558	0.0250466	5.03289	0.0262401
23	62.6847	0.0297983	5.17929	0.0306627
24	64.51	0.0324285	5.33296	0.0334011
25	66.4664	0.03894	5.47612	0.0387771
26	67.6119	0.0472902	5.71265	0.0474736
27	69.2506	0.045208	5.49417	0.0482593
28	71.144	0.0527326	5.6287	0.0568389
29	72.7556	0.0565637	5.44008	0.0640306
30	74.7864	0.071724	5.72239	0.0814409
31	76.6322	0.0811634	5.80408	0.0860613
32	78.5137	0.0853435	5.70385	0.090543
33	79.8094	0.111302	5.97096	0.117312
34	81.7589	0.104755	5.38083	0.114979
35	82.6346	0.115221	5.56716	0.122766
36	84.6579	0.140757	5.44826	0.172953
37	87.3356	0.158452	5.99861	0.175195
38	87.9809	0.168365	6.11352	0.192449
39	90.9255	0.204305	6.23106	0.233919
40	91.657	0.251647	6.92296	0.28908
41	94.088	0.311967	6.92662	0.373738
42	95.3108	0.321377	6.7344	0.353813
43	96.252	0.272342	5.81367	0.294444
44	98.2891	0.251825	5.22571	0.313432
45	99.3329	0.664856	9.83652	0.808447
46	101.487	0.417968	6.22869	0.535677
47	104.974	0.59363	8.58511	0.711817
48	106.65	0.765944	8.20421	1.2092
49	106.27	1.05334	9.97629	1.9797
50	110.644	1.22468	9.96753	1.4968
51	111.478	0.824103	8.15379	1.34556
52	112.066	1.75573	12.5156	2.26275
53	113.469	0.958903	7.64205	1.2786
54	116.503	0.868138	7.67866	1.11441
55	118.281	1.78803	11.2112	2.88365
56	118.743	2.24619	11.2907	3.40803
58	117.929	6.26086	16.535	7.648
59	84.9302	6.14904	31.8927	5.85612
60	124.171	1.85677	9.29445	2.44681
63	124.176	6.43008	12.0961	9.36971
64	139.857	6.26959	13.6036	7.87011
65	129.727	2.93612	10.5628	4.04822
66	138.167	2.96085	10.3389	5.12319
67	130.752	7.46819	17.3851	9.33788
68	132.6	1.42039	5.06388	1.61036
77	88.7627	0.395032	11.0293	0.853804
***
