PDF (FGD 1, Pion) - 2017/10/24

5	29.3914	0.066971	4.65049	0.0708896
6	31.3585	0.0498631	4.57515	0.0524252
7	34.2795	0.0576484	5.18661	0.0621429
8	35.9035	0.0553644	5.44283	0.0610155
9	38.4662	0.0683939	6.08188	0.0729113
10	41.0266	0.0651323	5.63447	0.074548
11	42.6834	0.0628995	5.48113	0.0720562
12	45.7859	0.0650778	5.59322	0.0747871
13	48.1636	0.0874591	5.97354	0.100081
14	49.6584	0.0876364	6.34673	0.091315
15	52.7395	0.0942424	5.62169	0.109913
16	54.8282	0.107105	6.27934	0.120918
17	56.1542	0.110444	6.09192	0.131827
18	58.6366	0.114812	6.15909	0.128936
19	60.4709	0.124325	5.64278	0.155141
20	62.8975	0.141967	5.55296	0.158287
21	64.5278	0.158889	5.48587	0.178821
22	65.942	0.217568	7.39867	0.239195
23	67.9675	0.212099	6.42525	0.25584
24	69.6914	0.231511	6.82285	0.266463
25	72.2331	0.300634	7.00483	0.395158
26	74.1427	0.340508	6.62601	0.481488
27	76.0075	0.435395	8.39321	0.549237
28	77.5533	0.4776	7.52311	0.654307
29	79.7318	0.667205	8.44001	0.932689
30	81.2598	0.839825	10.4023	1.10635
31	81.0582	1.14453	10.5931	1.59943
33	88.5482	1.3091	11.2434	1.95988
36	91.1512	1.79348	10.0119	4.55014
40	116.289	8.97193	29.5562	14.9368
***
