PDF (FGD 1, Electron) - 2017/10/24

3	9.30458	0.101851	2.17588	0.120176
4	9.51971	0.0282759	2.36477	0.0304145
5	10.6074	0.00768964	2.20611	0.00805013
6	11.6922	0.00576331	2.42044	0.00580818
7	13.033	0.00647283	2.51096	0.00664624
8	14.3068	0.00651795	2.76392	0.00674916
9	15.8251	0.00778795	2.94271	0.00827634
10	16.9598	0.00760914	2.92021	0.00823813
11	18.5165	0.0106853	3.36101	0.0108622
12	19.6344	0.0110601	3.23319	0.0119242
13	21.0335	0.0130991	3.44786	0.0136409
14	22.6961	0.0166811	3.83226	0.0170781
15	24.226	0.0183323	3.677	0.0205856
16	25.3274	0.0232574	3.96666	0.0240406
17	26.7179	0.0214765	3.75722	0.0220052
18	28.5103	0.0275728	4.05598	0.0290093
19	29.7057	0.0306323	4.31511	0.0327429
20	31.4071	0.0382262	4.4825	0.0398565
21	32.7532	0.0396061	4.32257	0.0425044
22	34.5374	0.0529319	4.58647	0.0541938
23	35.9569	0.0584982	4.65014	0.061358
24	37.5948	0.0659301	4.89094	0.0672429
25	39.8123	0.0784499	4.44528	0.0904912
26	40.8016	0.114247	5.53069	0.117717
27	42.3628	0.101421	4.70474	0.117732
28	43.5189	0.151788	6.13764	0.165289
29	44.6913	0.153845	5.28299	0.171286
30	46.2135	0.235608	6.00428	0.279561
31	47.8885	0.270235	5.8485	0.309564
32	49.6265	0.323651	5.92589	0.402979
33	51.3259	0.382408	6.63917	0.450954
34	53.5698	0.501953	6.02222	0.695102
35	56.8255	0.891052	8.02197	1.22872
36	58.6982	1.40408	10.4708	1.82044
37	59.1825	1.20253	8.27596	1.81064
38	57.7482	0.74346	5.83508	2.01373
39	60.9541	5.87249	17.6454	9.49835
41	64.2268	6.62586	17.9111	9.24881
46	74.3359	6.26248	14.7753	8.05841
75	9.84451	1.31805	3.11063	1.97021
77	12.3149	1.13175	3.18768	2.3082
149	9.70779	3.06245	6.48003	4.23399
***
