-0.5    0.5   1.484
 0.5    1.5   1.470
 1.5    2.5   1.574
 2.5    3.5   1.437
 3.5    4.5   1.670
 4.5    5.5   2.107
 5.5    6.5   1.209
 6.5    7.5   1.378
 7.5    8.5   1.589
 8.5    9.5   1.875
 9.5    10.5  2.0
 10.5   11.5  2.0
 11.5   12.5  2.0
 12.5   13.5  2.0
 13.5   14.5  2.0
 14.5   15.5  2.0
 15.5   16.5  2.0
 16.5   17.5  2.0
 17.5   18.5  2.0
 18.5   19.5  2.0
 19.5   20.5  2.0
 

