0	  200	  1.5	 3.5	 1.03	 0.03
200	  400	  1.5	 3.5	 1.07	 0.07
400	  600	  1.5	 3.5	 1.01	 0.01
600	  1500	  1.5	 3.5	 1.07	 0.07
1500	  1e+06	  1.5	 3.5	 1.07	 0.07
