210.5	211.5	-1	-0.9	0.02000	 0.370671 	 0.0102547 	 0.0101418 	 0.350849 	 0.00974195 	 0.00962166
210.5	211.5	-0.9	-0.8	0.01754	 0.484696 	 0.010035 	 0.0100229 	 0.415165 	 0.00976517 	 0.00970024
210.5	211.5	-0.8	0	0.24211	 0.497067 	 0.0031674 	 0.00316716 	 0.438762 	 0.00316393 	 0.00315899
210.5	211.5	0	0.8	0.38630	 0.463839 	 0.00320318 	 0.00320021 	 0.414102 	 0.00327303 	 0.00326551
210.5	211.5	0.8	0.9	0.22179	 0.392484 	 0.0102303 	 0.0101387 	 0.369928 	 0.0108474 	 0.0107205
210.5	211.5	0.9	1	0.14533	 0.33787 	 0.0105561 	 0.0104005 	 0.331276 	 0.0110185 	 0.0108408
2211.5	2212.5	-1	-0.9	0.01250	 0.268735 	 0.0100349 	 0.00980876 	 0.239559 	 0.00949373 	 0.00924875
2211.5	2212.5	-0.9	-0.8	0.01695	 0.457304 	 0.0106052 	 0.0105674 	 0.389638 	 0.0102648 	 0.0101699
2211.5	2212.5	-0.8	0	0.39934	 0.474021 	 0.0031296 	 0.00312757 	 0.409907 	 0.00307635 	 0.00306936
2211.5	2212.5	0	0.8	0.35084	 0.428827 	 0.00314384 	 0.00313814 	 0.373538 	 0.00317007 	 0.00315932
2211.5	2212.5	0.8	0.9	0.19942	 0.303398 	 0.0104671 	 0.0102717 	 0.288736 	 0.0107977 	 0.0105687
2211.5	2212.5	0.9	1	0.09581	 0.214603 	 0.0108465 	 0.0104731 	 0.169666 	 0.0100543 	 0.00961548
