210.5	211.5	-1	-0.9	0.06250	 0.330935 	 0.01101 	 0.0108322 	 0.303859 	 0.0110201 	 0.0108046
210.5	211.5	-0.9	-0.8	0.10000	 0.481638 	 0.0110833 	 0.0110657 	 0.417199 	 0.0112153 	 0.0111321
210.5	211.5	-0.8	0	0.16484	 0.488395 	 0.00352284 	 0.0035217 	 0.439784 	 0.00355689 	 0.00355076
210.5	211.5	0	0.8	0.37846	 0.426992 	 0.00365416 	 0.00364626 	 0.381365 	 0.00358334 	 0.00357057
210.5	211.5	0.8	0.9	0.11364	 0.324786 	 0.0115626 	 0.0113579 	 0.308858 	 0.0115559 	 0.0113274
210.5	211.5	0.9	1	0.10400	 0.238372 	 0.0113238 	 0.0109758 	 0.21871 	 0.0108896 	 0.0105234
2211.5	2212.5	-1	-0.9	0.12500	 0.333493 	 0.0106311 	 0.0104681 	 0.290423 	 0.0098972 	 0.00970621
2211.5	2212.5	-0.9	-0.8	0.14286	 0.509873 	 0.0106842 	 0.010693 	 0.451574 	 0.010152 	 0.0101127
2211.5	2212.5	-0.8	0	0.15942	 0.51151 	 0.00303208 	 0.00303292 	 0.457368 	 0.00305398 	 0.0030508
2211.5	2212.5	0	0.8	0.28511	 0.443417 	 0.00315138 	 0.00314686 	 0.400721 	 0.00312577 	 0.00311776
2211.5	2212.5	0.8	0.9	0.18919	 0.310781 	 0.0112334 	 0.01102 	 0.298476 	 0.0108583 	 0.0106412
2211.5	2212.5	0.9	1	0.04951	 0.188219 	 0.0107253 	 0.0102892 	 0.179573 	 0.0104699 	 0.0100279
