210.5	211.5	-1	-0.9	0.09091	 0.184543 	 0.00932709 	 0.00898568 	 0.155181 	 0.00861631 	 0.0082534
210.5	211.5	-0.9	-0.8	0.11111	 0.243284 	 0.00994811 	 0.0096861 	 0.228175 	 0.00973107 	 0.00945433
210.5	211.5	-0.8	0	0.07000	 0.239561 	 0.00305264 	 0.00302644 	 0.218593 	 0.00299714 	 0.00296808
210.5	211.5	0	0.8	0.23411	 0.205249 	 0.00308245 	 0.0030488 	 0.188293 	 0.0030023 	 0.00296632
210.5	211.5	0.8	0.9	0.12698	 0.155541 	 0.00977996 	 0.00931797 	 0.160772 	 0.00986057 	 0.00940937
210.5	211.5	0.9	1	0.03226	 0.106501 	 0.0087416 	 0.00817436 	 0.108425 	 0.00879768 	 0.00823419
2211.5	2212.5	-1	-0.9	0.14286	 0.156103 	 0.00929327 	 0.0088763 	 0.152725 	 0.00959878 	 0.0091434
2211.5	2212.5	-0.9	-0.8	0.07692	 0.232093 	 0.0103761 	 0.0100704 	 0.221719 	 0.0103219 	 0.0099982
2211.5	2212.5	-0.8	0	0.09639	 0.241101 	 0.00311611 	 0.00308909 	 0.225377 	 0.00305915 	 0.00303024
2211.5	2212.5	0	0.8	0.12393	 0.207048 	 0.00312562 	 0.00309146 	 0.196539 	 0.00310136 	 0.00306517
2211.5	2212.5	0.8	0.9	0.07018	 0.148559 	 0.0103065 	 0.00976737 	 0.11562 	 0.00953774 	 0.0089239
2211.5	2212.5	0.9	1	0.04706	 0.0775128 	 0.00861132 	 0.00785265 	 0.0754553 	 0.00860271 	 0.00782559
