-0.5  0.5   0.009334    0.00918996
 0.5  1.5   0.0153509   0.00153509
 1.5  2.5   0.0179706   0.00179706
 2.5  3.5   0.0176842   0.00353082
 3.5  4.5   0.0195205   0.00195205
 4.5  5.5   0.0217255   0.00217255
 5.5  6.5   0.0246948   0.00246948
 6.5  7.5   0.018251    0.00301315
 16.5 17.5  0.0430138   0.0122315
 17.5 18.5  0.049226    0.0066824
 7.5  8.5   0.00856182  0.00490598
 8.5  9.5   0.0098586   0.00402625
 9.5  10.5  0.0128294   0.00384882
 10.5 11.5  0.0126195   0.00400865
 11.5 12.5  0.0134469   0.00403406
 12.5 13.5  0.0267707   0.00267707
 13.5 14.5  0.0365031   0.00365031
 14.5 15.5  0.0153126   0.00459378
 15.5 16.5  0.0432198   0.00432198
 19.5 20.5  0.0153126   0.00459378
 20.5 21.5  0.0153126   0.00459378
