4165 0 1.00145 0.00849711 1.01886 0.00623214 1.01555 0.00646291
4543 3 0.994094 0.00734086 0.997559 0.00626686 0.999413 0.00604632
4795 96 1.01174 0.00758869 1.00732 0.00547148 1.0254 0.00914223
6830 12 1.01857 0.00700058 1.01105 0.00641907 1.00989 0.00627178
7423 61 1.00692 0.00734754 1.00714 0.00606814 1.02564 0.00609564
7491 185 1.01034 0.00773636 0.997996 0.005491 1.01859 0.00608671
7622 14 1.02878 0.00808366 0.996055 0.00613633 1.03218 0.00784985
7635 163 1.01516 0.00712195 1.00676 0.005742 1.02901 0.00631808
7673 28 1.00375 0.00697507 1.01726 0.00776414 1.01187 0.00623552
7701 73 0.994189 0.00750042 0.999692 0.00730968 1.03399 0.00688953
7743 122 1.01701 0.00759532 0.9959 0.00593374 1.02557 0.00697692
7751 39 0.993371 0.0102879 0.99551 0.00582941 1.01996 0.0062866
8396 191 1.02069 0.0062663 1.00607 0.00571417 1.01979 0.00693435
8423 45 1.01638 0.00733521 1.00766 0.00582544 1.02141 0.00653255
8550 39 1.01176 0.00794493 1.00505 0.006445 1.01673 0.00761262
8564 12 1.01713 0.00736607 1.0194 0.00583101 1.01809 0.00627014
8570 47 1.00441 0.0086991 1.00417 0.00527324 1.02082 0.00556224
8585 57 1.01799 0.0066001 1.00838 0.00569531 1.01937 0.00687693
8587 31 1.00235 0.00699061 1.01154 0.00617983 1.0245 0.00602422
8610 69 1.00261 0.00678671 0.987679 0.00800188 1.01282 0.00672774
8629 13 0.998026 0.00754892 0.998158 0.00611349 1.00739 0.00618517
8637 38 1.01432 0.0067832 1.015 0.00707093 1.01146 0.00565981
8642 48 1.00913 0.006427 1.00584 0.00598496 1.02374 0.0062425
8666 147 1.0047 0.00596038 1.00293 0.00565553 1.01265 0.00795455
8670 63 1.00419 0.00622188 1.00442 0.00648932 1.01285 0.00654371
8681 7 1.01641 0.00700539 0.994348 0.00563758 1.00795 0.00527613
8682 149 1.00816 0.00696034 1.02024 0.00574378 1.01615 0.00572075
8710 23 1.00726 0.007738 1.00245 0.00734074 1.0116 0.00615763
8718 55 1.00217 0.00645822 0.990823 0.00604757 1.01366 0.00675995
8726 3 1.00089 0.00701969 0.997297 0.00554875 1.03013 0.0071152
9021 12 0.988094 0.00558804 1.01255 0.00549782 1.02033 0.0070756
9045 142 1.00186 0.00702673 1.01696 0.007846 1.02607 0.00704525
9061 39 1.01313 0.00760928 0.987042 0.00795297 1.00848 0.00749382
9070 81 1.00295 0.00678309 1.00939 0.00626108 1.01542 0.0056782
9072 91 1.01033 0.00584998 0.991892 0.0062461 1.00299 0.00547259
9087 21 1.01693 0.00700968 0.998685 0.00561552 1.01585 0.00682505
9137 2 1.02054 0.00606223 0.994212 0.0059742 1.02184 0.00658785
9149 17 1.01779 0.00625172 1.00159 0.00573536 1.02141 0.00727149
9178 22 1.02432 0.00607316 1.00324 0.00591424 1.01613 0.0063329
9187 20 1.01175 0.00731382 1.00678 0.00645734 1.03125 0.00611346
9200 2 1.00909 0.00685762 1.01226 0.00645868 1.02119 0.00669172
9211 0 1.01259 0.00812474 1.0073 0.00767971 1.01232 0.00723051
9335 20 1.00096 0.00778066 1.0064 0.00667481 1.0014 0.00638463
9350 4 1.02675 0.00789824 1.0074 0.00711995 1.02586 0.00863775
9365 12 1.02276 0.00666542 1.01557 0.00684557 1.02593 0.00581199
9370 27 1.02479 0.00699336 1.02789 0.00608842 1.02497 0.00630097
9393 5 1.01443 0.00751347 1.00423 0.00652497 1.02927 0.00685614
9399 17 1.00915 0.00605278 1.00987 0.00637728 1.01991 0.00706623
9413 18 1.02398 0.00636412 1.00924 0.00635552 1.01241 0.00611353
9427 96 1.02671 0.0079409 1.00588 0.00703858 1.02358 0.00705978
9437 1 1.00727 0.00797265 1.00365 0.00798829 1.01783 0.00666038
9445 14 1.00079 0.00604533 0.995785 0.0057765 1.02245 0.00569857
9457 2 1.00891 0.00818619 0.994759 0.00699088 1.02055 0.00952494
9461 22 1.02489 0.00652532 1.00955 0.00658141 1.03063 0.00678321
9470 0 1.00525 0.00755253 0.99826 0.00582469 1.01892 0.00636077
9589 9 1.01753 0.00883752 1.01322 0.00625941 1.02102 0.00632919
9607 14 1.01319 0.00642384 1.00019 0.00639115 1.01614 0.00663846
9617 2 1.03051 0.0066904 1.01688 0.00629469 1.02464 0.00606692
9656 1 1.00958 0.00589355 1.01236 0.00497513 1.03921 0.00649762
9659 13 1.01884 0.00536378 1.01618 0.00574385 1.01868 0.00580512
9683 8 1.0173 0.00614311 1.00811 0.00615183 1.02288 0.00743941
9701 26 1.02 0.00706601 0.996999 0.00611287 1.02493 0.00635756
9709 10 1.01447 0.00616522 0.998348 0.00564968 1.00894 0.00528195
9714 56 1.0192 0.00793043 1.00864 0.00635923 1.01389 0.00683965
9715 25 1.01936 0.00554777 1.01072 0.00636317 1.03353 0.00699467
9717 27 1.02289 0.00636667 1.0159 0.00639042 1.00322 0.0059573
9721 15 0.989503 0.0112817 0.993411 0.00724942 1.02214 0.0101428
10000 0 1 1 1 1 1 1
999999 0 1 1 1 1 1 1
