210.5	211.5	-1	-0.9	0.0077	0.274487	0.00583522	0.00576016	0.29324		0.00591077	0.00584281
210.5	211.5	-0.9	-0.8	0.0095	0.396628	0.00612077	0.00608897	0.409024	0.00604701	0.00601994
210.5	211.5	-0.8	0	0.2785	0.40507		0.00191181	0.00190894	0.415809	0.00193029	0.00192772
210.5	211.5	0	0.8	0.5457	0.357171	0.0019219	0.00191733	0.360691	0.00194202	0.0019375
210.5	211.5	0.8	0.9	0.3498	0.280641	0.00602337	0.00594664	0.280259	0.00615734	0.006077
210.5	211.5	0.9	1	0.1893	0.197203	0.00582791	0.00570299	0.201684	0.00591512	0.00579041
2211.5	2212.5	-1	-0.9	0.0000	0.284406	0.00665858	0.00656738	0.291223	0.00646153	0.00637939
2211.5	2212.5	-0.9	-0.8	0.0267	0.430791	0.00671903	0.00669398	0.454545	0.00666559	0.00664955
2211.5	2212.5	-0.8	0	0.3462	0.443008	0.00196534	0.00196356	0.453628	0.00198921	0.00198773
2211.5	2212.5	0	0.8	0.3964	0.394782	0.00199509	0.00199161	0.396148	0.00202951	0.00202596
2211.5	2212.5	0.8	0.9	0.2060	0.282807	0.00697375	0.00687278	0.275644	0.00688037	0.0067773
2211.5	2212.5	0.9	1	0.1656	0.174455	0.00662183	0.00643338	0.183969	0.00669239	0.00651272
