210.5	211.5	-1	-0.9	0.0152	0.34909		0.0054412	0.0054026	0.342145	0.00541883	0.00537843
210.5	211.5	-0.9	-0.8	0.0253	0.449321	0.00544562	0.00543363	0.421371	0.00555937	0.00553973
210.5	211.5	-0.8	0	0.2284	0.454259	0.00177125	0.0017701	0.438099	0.00179518	0.00179357
210.5	211.5	0	0.8	0.3977	0.42545		0.00184076	0.00183871	0.405304	0.00185726	0.00185456
210.5	211.5	0.8	0.9	0.2076	0.367203	0.00606433	0.00602311	0.335065	0.00593594	0.00588489
210.5	211.5	0.9	1	0.1410	0.315035	0.00622146	0.00615671	0.29306		0.00604928	0.00597805
2211.5	2212.5	-1	-0.9	0.0087	0.252404	0.00515623	0.00508828	0.255844	0.00529894	0.00522883
2211.5	2212.5	-0.9	-0.8	0.0178	0.406847	0.00561696	0.00559299	0.384894	0.00561287	0.00558275
2211.5	2212.5	-0.8	0	0.3911	0.416692	0.00173526	0.0017332	0.404798	0.00175454	0.00175212
2211.5	2212.5	0	0.8	0.3460	0.377106	0.00178003	0.00177673	0.358397	0.00178669	0.00178278
2211.5	2212.5	0.8	0.9	0.1781	0.289302	0.00598613	0.00591458	0.267724	0.00581321	0.00573533
2211.5	2212.5	0.9	1	0.1235	0.175123	0.00560595	0.00547054	0.184698	0.00573376	0.00560168
