-0.5  0.5   0.00955429  0.00940302
 0.5  1.5   0.0157132   0.00157132
 1.5  2.5   0.0183948   0.00183948
 2.5  3.5   0.0181016   0.00353464
 3.5  4.5   0.0199812   0.00199812
 4.5  5.5   0.0222383   0.00222383
 5.5  6.5   0.0252776   0.00252776
 6.5  7.5   0.0186818   0.00316796
 16.5 17.5  0.044029    0.0122135
 17.5 18.5  0.0503877   0.00597958
 7.5  8.5   0.00882213  0.00498383
 8.5  9.5   0.0101583   0.00483774
 9.5  10.5  0.0132194   0.00396583
 10.5 11.5  0.0130032   0.00413316
 11.5 12.5  0.0138557   0.00415671
 12.5 13.5  0.0274026   0.00274026
 13.5 14.5  0.0373646   0.00373646
 14.5 15.5  0.0157781   0.00473344
 15.5 16.5  0.0442398   0.00442398
 19.5 20.5  0.0157781   0.00473344
 20.5 21.5  0.0157781   0.00473344
 
