-0.5    0.5   2.154
 0.5    1.5   1.603
 1.5    2.5   2.102 #<-psycheND280Utils.ToF.FGD1P0D_Shower
 2.5    3.5   2.573
 3.5    4.5   1.741
 4.5    5.5   1.871
 5.5    6.5   2.375
 6.5    7.5   1.473
 7.5    8.5   1.797
 8.5    9.5   2.007
 9.5    10.5  2.102
 10.5   11.5  2.234
 11.5   12.5  2.285 
 12.5   13.5  2.166
 13.5   14.5  2.837
 14.5   15.5  2.317
 15.5   16.5  1.841
 16.5   17.5  1.446
 17.5   18.5  1.640
 18.5   19.5  2.709
 19.5   20.5  1.556
 20.5   21.5  2.154
 

 
