-0.5  0.5   0.0         0.0
 0.5  1.5   0.00797313  0.00172935
 1.5  2.5   0.00933382  0.00308971
 2.5  3.5   0.0110336   0.00496823
 3.5  4.5   0.0121792   0.00156202
 4.5  5.5   0.013555    0.00275973
 5.5  6.5   0.0154076   0.00472408
 6.5  7.5   0.0113872   0.00213403
 16.5 17.5  0.0268373   0.0158126
 17.5 18.5  0.0307131   0.0209181
 7.5  8.5   0.00561466  0.0016844
 8.5  9.5   0.00646506  0.0228895
 9.5  10.5  0.00841324  0.0228895
 10.5 11.5  0.0082756   0.00248268
 11.5 12.5  0.00881816  0.00264545
 12.5 13.5  0.0167028   0.00753065
 13.5 14.5  0.022775    0.0135462
 14.5 15.5  0.0100417   0.0030125
 15.5 16.5  0.0269657   0.00682304
 19.5 20.5  0.0100417   0.0030125
 20.5 21.5  0.0100417   0.0030125
