210.5	211.5	-1	-0.9	0.0060	0.257741	0.0050216	0.00495933	0.261176	0.00506635	0.00500438
210.5	211.5	-0.9	-0.8	0.0198	0.327809	0.00524403	0.00520189	0.304364	0.00518714	0.00513847
210.5	211.5	-0.8	0	0.1271	0.300438	0.00164209	0.001637	0.302437	0.00166549	0.00166033
210.5	211.5	0	0.8	0.2621	0.280271	0.00167114	0.0016651	0.284377	0.00170927	0.00170312
210.5	211.5	0.8	0.9	0.1601	0.265886	0.00552531	0.00545401	0.277338	0.00563503	0.00556628
210.5	211.5	0.9	1	0.0858	0.220558	0.005542	0.0054454	0.225745	0.00565294	0.0055559
2211.5	2212.5	-1	-0.9	0.0206	0.206084	0.00490099	0.00481738	0.208298	0.00497082	0.00488613
2211.5	2212.5	-0.9	-0.8	0.0362	0.265753	0.00514141	0.0050795	0.256424	0.00512401	0.00505864
2211.5	2212.5	-0.8	0	0.1400	0.25902		0.00156535	0.00155925	0.251537	0.00156071	0.00155434
2211.5	2212.5	0	0.8	0.1764	0.235674	0.00157193	0.00156475	0.234376	0.00160079	0.00159327
2211.5	2212.5	0.8	0.9	0.0860	0.188908	0.00521151	0.00510522	0.203096	0.00538295	0.00528032
2211.5	2212.5	0.9	1	0.0544	0.128893	0.00497669	0.00482137	0.136771	0.00502136	0.00487378
