0.5	  2.5	    0.820	  0.999398	0.000008	0.99839	0.00005
2.5	  4.5	    0.825	  0.999286	0.000009	0.99820	0.00004
4.5	  6.5	    0.827	  0.999271	0.000009	0.99800	0.00007
7.5	  8.5	    0.827   0.999760  0.000004  0.99859 0.00005				
8.5   12.5    0.827   0.999640  0.000005  0.99864 0.00003
14.5  15.5    0.827   0.999650  0.000300  0.99864 0.00150
16.5  18.5    0.827   0.999271	0.000150  0.99800	0.00500
