0.5	  2.5	  0.78	0.999686	0.000006	0.99879    0.00005
2.5	  4.5	  0.78	0.999603	0.000006	0.99869	   0.00003
4.5	  6.5	  0.78	0.999613	0.000006	0.99850	   0.00006
7.5	  8.5	  0.78  0.999870  0.000003  0.99897    0.00005       				
8.5   12.5  0.78  0.999800  0.000004  0.99898    0.00002      
14.5  15.5  0.78  0.999800  0.000200  0.99898    0.00150
16.5  18.5  0.78  0.999613	0.000100  0.99850		 0.00300
