-0.5  0.5   0.00530943  0.000530943
 0.5  1.5   0.00873199  0.000873199
 1.5  2.5   0.0102222   0.00102222
 2.5  3.5   0.0100593   0.00108358
 3.5  4.5   0.0111038   0.00111038
 4.5  5.5   0.0123581   0.00123581
 5.5  6.5   0.0140471   0.00140471
 6.5  7.5   0.0103817   0.00103817
 16.5 17.5  0.0244674   0.00523392 
 17.5 18.5  0.0280011   0.00520826
 7.5  8.5   0.00555617  0.00166685
 8.5  9.5   0.00639771  0.00193932
 9.5  10.5  0.00832559  0.00249768
 10.5 11.5  0.00818939  0.00245682
 11.5 12.5  0.0087263   0.00261789
 12.5 13.5  0.0152279   0.00152279
 13.5 14.5  0.0207639   0.00207639
 14.5 15.5  0.00993706  0.00298112
 15.5 16.5  0.0245846   0.00245846
 19.5 20.5  0.00993706  0.00298112
 20.5 21.5  0.00993706  0.00298112
