0.5 	 1.5   0.944	0.996	0.003	0.002	0.999	0.001	0.001
1.5 	 2.5   0.976	0.995	0.004	0.003	0.997	0.007	0.002
2.5 	 3.5   0.950	0.998	0.002	0.001	0.993	0.009	0.005
