-0.5 0.5 -0.5 0.5  -1.0  1.0 0.0286392
-0.5 0.5 6.5  10.5 -1.0  0.6 0.0916753
-0.5 0.5 6.5  10.5  0.6  1.0 0.0675431
-0.5 0.5 14.5 18.5 -1.0  0.6 0.0694594
-0.5 0.5 14.5 18.5  0.6  1.0 0.0532511
0.5  1.5 0.5  1.5  -1.0  1.0 0.0192501
0.5  1.5 6.5  10.5 -1.0  0.6 0.0646223
0.5  1.5 6.5  10.5  0.6  1.0 0.0220199
0.5  1.5 14.5 18.5 -1.0  0.6 0.0455209
0.5  1.5 14.5 18.5  0.6 1.0  0.0359801
