0	 100	0.791311    0.730769	 0.0192456	 0.018683	 0.662028	 0.021279	 0.0208505
100      200 	0.935119    0.990344 	 0.00215171 	 0.00187529 	 0.990405 	 0.00244025 	 0.00208866
200 	 1e6 	0.902615    0.999683 	 5.77666e-05 	 5.15112e-05 	 0.999642 	 5.62446e-05 	 5.09139e-05

