0    400   1.5 2.5 -0.67 0.67
400  500   1.5 2.5 -0.77 0.77
500  600   1.5 2.5 -0.57 0.57
600  700   1.5 2.5 -0.41 0.41
700  800   1.5 2.5 -0.12 0.12
800  900   1.5 2.5 -0.18 0.18
900  1000  1.5 2.5 -0.07 0.07
1000 1e+06 1.5 2.5 -0.34 0.34
0    400   2.5 3.5 -0.4  0.4
400  500   2.5 3.5 -0.5  0.5
500  600   2.5 3.5 -0.47 0.47
600  700   2.5 3.5 -0.32 0.32
700  800   2.5 3.5 -0.11 0.11
800  900   2.5 3.5 -0.13 0.13
900  1000  2.5 3.5 -0.14 0.14
1000 1e+06 2.5 3.5 -0.22 0.22
