-0.5  0.5   .00508  0.0009
 0.5  1.5   .00802  0.0011
 1.5  2.5   .00995  0.0014
 2.5  3.5   .00958  0.0010
 3.5  4.5   .01075  0.0015 
 4.5  5.5   .01300  0.0013
 5.5  6.5   .01203  0.0016
