0       0       3.59465 14.9674 20.8847 26.2949 49.4408 49.7446 63.3886 64.4782 72.6838 82.1564 90.3774 91.6185 95.8349 97.9026 103.397 97.0754 83.9403 97.4813 95.3635 106.199 108.835 109.411 99.9119 116.42 101.874 105.753 104.485 93.0323 98.3093 89.0371 87.3533 81.2065 69.9151 78.6372 79.1232 63.3384 53.8693 52.5073 53.8952 56.3017 60.9922 61.0629 45.8227 36.4563 50.7222 42.4327 41.3738 42.4971 43.1971 36.5628 41.7537 38.8711 32.1819 36.3135 23.321 29.8235 32.3319 29.2044 26.9156 19.7447 23.3336 23.9685 22.1311 22.7212 23.3584 25.7826 17.336 26.9164 19.7308 23.2813 14.9216 20.8819 14.9228 11.2907 12.5046 10.7436 12.5489 8.35659 10.1494 12.0356 11.9571 13.7142 11.9743 10.1717 9.54587 11.9231 7.17323 9.5885 9.56247 7.16798 5.96592 5.97579 4.18295 7.77776 4.8076 5.96792 7.18771 7.76802 5.99938 2.38936 4.78795 2.40772 5.96556 4.19351 2.98321 2.39228 0.597443 5.37367 4.19046 3.59275 3.58765 2.97795 4.17945 7.17572 5.37467 4.1891 2.9841 1.79268 2.98494 2.39975 1.19141 2.38506 4.17392 2.3888 2.3869 1.79416 4.79249 2.39333 4.19374 3.59606 1.19649 0.596164 4.79933 1.78671 2.99554 2.97687 4.7792 0.598206 4.7806 2.40292 2.9813 0.597325 4.17021 1.1971 2.40167 2.98002 2.3905 0.59997 2.39808 2.98462 1.7979 2.98191 0.598404 1.80049 4.79581 0.597218 0 1.79551 2.3933 5.38978 2.99761 0.596903 3.58122 1.79319 1.78704 4.19908 1.7957 2.38414 1.1905 2.98537 0.599804 1.19828 0.598824 0.598706 1.79093 0 2.38374 1.19463 1.19406 0.597232 1.193 3.00056 1.19598 1.78262 1.79266 1.19349 1.79189 0.599386 1.1934 3.58991 0.597593 1.19233 0.597375 0.594806 0.598095 1.19383 0 0.596978 0 1.79228 1.7957 0.597826 1.19669 1.79346 0.598232 1.2013 1.19525 3.57231 0 1.19432 1.19938 1.19735 1.19043 1.78847 1.79287 1.78736 0.600577 1.19471 2.40667 0 0 0 0.601617 2.39656 1.19679 1.19142 0 1.79861 1.19443 1.196 1.19306 1.78499 2.39336 1.20185 1.19039 0 0.600285 0.59594 1.79536 1.79435 1.19335 1.8005 1.79021 0.595274 0 0.597988 1.19398 0.597296 0.598447 1.19543 1.78845 1.193 0 0 0.597042 0.595562 0.598023 1.19529 0 1.19617 2.39497 1.19738 0 0.597153 0.59625 1.79601 1.19868 1.19698 0.599815 0 0 1.19433 1.19593 1.19198 0.597035 0.596849 0 2.39052 0.598174 0.596796 1.79573 1.19385 0.598504 2.39166 1.19136 1.19474 0.597554 1.19241 2.98505 0 0 0.600104 1.19501 0.596549 0.597794 0.595011 0.597296 1.79149 0.59798 1.19799 0 0 1.19656 0 1.19658 0 1.19712 2.39561 1.79123 0 1.19687 1.19555 0.594987 1.7981 0.598868 1.19179 0 0.59826 1.19712 0.597497 1.19671 0.597486 0 0 0.597733 2.98702 0 1.7883 1.19601 0.596639 0.594199 0 0.596571 0.599188 1.19308 0 0.596921 1.19845 1.19728 0 0.596928 1.1908 1.19817 0.599545 0.599645 0.597568 0.597135 0.597461 0.599055 0.596892 0 1.19483 1.19431 0.597679 0 0.597275 0 0.599181 0.59849 2.99684 0 0 2.38788 0 0.597762 1.19633 1.79462 1.79309 0.597912 0.596096 0.596457 0.599047 0 0.600914 0 0.594667 0.600429 0.596328 0.595947 0.599274 1.19453 0 0 1.78898 0.597894 0.597422 1.7962 0.597898 0 1.78674 1.19481 0.597744 0 0 0.598221 0 0 0.597468 0.596346 0 0 0 0.598979 0 0 0 1.1899 0 0 0 0.596853 0.596953 0 1.19926 0 1.19669 0 0.601363 1.1942 0 1.79627 0.597902 0.596717 0.600216 0 0 0 0 0 0.598706 0 0 0.59863 1.79305 0 0.597325 0.601679 1.20046 0 0.5975 0.598918 0 0.596146 1.1995 1.19789 0.595601 0.596357 0 1.20321 0.596432 0 0.598602 0 1.19233 0 1.19266 0 0.599245 0.596075 0.59594 0 0.598788 0 0.598411 0 0 0.597565 0 0 0.597984 0 0 0 0.598738 0 0 0 0.599256 0 0 0 0.598217 0.598321 0.597307 0.597547 0.597132 0 0 0.596424 0 0.597325 1.19169 0 0.598846 0.598616 0 0 0.597959 0.598239 0 0 1.18932 0.599073 0 1.19062 0 0.596735 0 0.598013 0 0 0 0.597429 0 0.596332 0 0.598619 0 0.599516 0 0 0.596996 0 0 0 0 0 0.595765 0 0.597447 0 0.597382 0 0 0 0 0 1.19545 0.598411 0 0 0 0.59783 0 0.597007 0 0 0.596814 0 1.19236 0 0 0 0.595601 0.597457 0 0 0 1.19431 0 0 0 0 0 0 0 0.594603 0.597418 1.19631 0.599685 0 0.597157 0.59971 0 0.601179 0.597826 0 0 0.597894 0 0 0 0 0 0 0.597414 0.599019 0 0.596054 1.1999 0.596556 0.595936 0.598153 0 1.19651 0.59716 0.598332 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0

1       0       0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0

0       1       0 0 0 0 0 0 0 0.597021 1.78731 1.79904 1.79558 1.79644 7.18762 6.56664 6.57439 22.1716 16.1885 14.3531 19.6687 17.3999 24.5178 20.3277 31.1103 35.4061 40.7494 41.2258 41.794 42.6148 44.3591 46.61 41.2834 45.9772 44.8174 48.8504 44.357 41.2297 40.7012 33.4138 40.7208 34.3736 46.6411 35.9193 38.6815 34.0657 44.1581 33.468 40.1746 41.8986 37.1975 32.9664 32.21 35.881 40.5253 26.7886 28.1047 37.5777 34.7268 38.7405 37.0837 32.9079 34.1029 28.7622 33.4957 26.9067 37.7327 34.1769 30.4875 26.3182 33.4825 30.4448 32.8275 26.2515 31.0395 26.1468 25.6046 23.8747 20.9148 29.845 31.6421 29.4873 29.8927 37.5649 34.7256 25.7284 29.8309 23.2501 23.313 32.3612 20.9179 17.3226 21.4773 22.708 22.1099 25.7264 21.0333 16.7102 25.7559 17.9262 19.7979 25.0882 19.7503 20.4656 19.6864 23.3638 22.6724 17.344 17.9233 16.121 22.7482 21.5565 22.1238 21.4413 19.7031 23.3211 12.5409 19.7486 15.5173 19.122 17.3127 16.7983 14.8926 16.0991 11.3292 18.5132 15.5148 10.1669 13.7784 16.155 14.9776 17.9803 14.3579 16.6926 9.59866 13.6981 13.1804 16.0751 14.3376 14.357 10.7564 10.8131 8.94391 12.5438 9.5319 17.9564 7.80544 8.94006 11.9525 9.59952 10.1918 11.9385 10.7874 9.54211 11.9681 5.40145 3.59686 7.76383 13.133 4.78804 11.9665 9.58182 9.59237 9.55045 10.7437 8.36821 8.9352 5.39882 5.38709 4.76829 6.54774 8.35904 7.79746 7.18969 7.18589 5.98706 8.35769 7.17142 8.93904 9.55703 6.56731 7.16678 8.94749 4.80089 7.77389 7.72468 5.37799 5.96746 3.58378 8.3914 7.16039 6.5815 4.78075 8.3463 3.58425 6.54286 5.38286 3.58148 3.57549 5.96978 2.98747 4.7794 10.1756 5.38044 4.78677 5.38037 3.58939 6.0065 6.57388 4.76308 5.98228 5.37444 7.79595 5.98673 7.73783 2.98079 6.57384 3.57472 2.40231 3.58414 6.01668 5.38053 4.78261 1.79509 5.41456 5.39227 4.18878 4.16996 1.19582 5.39584 4.1805 4.18601 1.78958 4.75998 3.59004 1.80277 1.78558 4.77808 1.80085 0.59594 3.59073 3.5887 2.3867 1.8005 4.77388 4.16692 2.98344 1.79396 6.56692 2.38918 3.59068 4.78172 2.98075 3.579 2.3988 4.76746 2.98521 2.97781 2.39209 3.58588 4.78617 1.79425 1.79623 4.7895 2.38316 4.18007 2.98125 1.19734 1.79802 2.39396 2.39926 2.37521 2.39326 2.98582 2.39186 1.78797 4.77628 5.37164 2.38177 3.58578 1.19635 2.38718 2.39431 1.79077 1.19701 4.78333 3.57408 2.38949 2.39022 3.57722 4.77608 1.1951 3.59055 4.20073 1.19501 2.98275 2.98897 1.78503 0.597296 0.597164 1.19596 2.39599 2.39811 6.00581 1.79483 2.39306 2.99145 1.78886 2.99281 1.19781 2.38831 3.57823 1.19687 1.19555 1.78496 1.7981 1.7966 0 3.5802 2.9913 2.99281 1.79249 1.79507 2.98743 1.79645 0 1.19547 1.79221 3.57376 0.5961 1.79402 3.57983 2.3768 1.19266 1.19314 2.39675 1.78963 1.79503 1.19384 0.599227 1.19728 1.79472 2.38771 1.1908 0 0 1.19929 0.597568 3.58281 2.38984 1.79716 1.19378 1.79848 1.79224 1.79146 1.79304 0.600523 1.19455 2.385 2.9959 1.19698 2.39747 2.38791 2.39485 1.79091 3.57148 2.98881 1.7945 1.19641 1.79309 0.597912 1.78829 1.19291 2.99524 1.79631 2.40366 1.19231 3.568 2.40172 2.98164 1.78784 4.79419 4.18085 0 0.59542 0.596328 0.597894 2.38969 1.19747 0.597898 1.19756 1.19116 0 1.79323 3.59344 0 2.9911 1.19841 0.600758 0 1.19269 1.79872 3.57722 1.79999 2.39592 2.39066 2.38604 1.79241 0.594948 2.38813 1.19368 0 1.79056 1.79086 0.597289 0.599631 2.98569 1.79504 1.79783 0.601363 0 0.597597 1.19751 1.7937 2.98359 2.40086 1.19932 0.600487 0 2.38707 0.598472 1.19741 0.596824 0 1.19726 0.597683 1.78764 1.79197 1.20336 0.60023 0.594607 0.5975 0 1.19546 1.78844 0 1.19789 0.595601 1.78907 2.40345 2.40641 1.78929 1.19797 1.1972 1.79766 0.596164 1.1969 1.19266 0 0.599245 1.78823 0.59594 1.7953 1.19758 1.19507 1.19682 2.38396 0.599159 0.597565 1.19658 1.79004 1.79395 2.98784 0.597977 1.78937 0.598738 0.597167 0.597722 1.79463 0.599256 0.596118 0 1.19048 1.79465 0.598321 1.19461 1.19509 1.7914 1.79832 0 2.98212 1.19351 1.19465 1.78753 0 1.19769 0 0 0.599451 1.19592 1.19648 0.595623 1.19778 1.18932 1.19815 0.598451 1.19062 0 1.79021 1.80025 0.598013 2.99182 0.597805 0.597765 0 0.596335 2.98166 1.80008 0.598619 0 1.79855 0.59773 0.597464 0 0 0 0 1.19347 1.79597 1.19153 0.597232 1.19489 2.39297 0.597382 1.19651 0 0 1.19672 0 0 0 0.598196 0 0 0.59783 0.598868 1.79102 1.19992 0.595267 1.19363 1.19127 1.19236 0 1.79359 0 1.1912 0 0.596296 1.19489 1.19565 0 0 0 1.78891 0.597529 0 1.79811 1.19312 0.594603 1.19484 0.598153 0.599685 1.19461 1.19431 0.59971 1.19044 0.601179 1.19565 0.596478 1.19468 0.597894 1.19383 0.597826 0 0.596061 1.19373 0.599397 2.38966 0 1.19753 1.19211 1.1999 0.596556 0 1.79446 0 2.39301 1.19432 1.19666 1.79257 0 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485 0.596485

1       1       0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0

0       4       0 0 0 0 0 0.599332 1.79402 6.56723 10.7238 10.1946 17.3573 23.9525 23.9587 34.0271 46.0208 51.5339 77.9445 73.5595 82.251 101.999 124.981 147.077 156.748 185.432 186.968 206.726 196.432 202.871 180.434 201.379 183.681 226.303 200.782 200.168 218.188 211.527 201.112 198.693 192.226 176.609 178.791 174.807 167.223 169.133 146.796 151.801 147.507 144.251 159.589 146.251 145.542 148.308 131.111 142.873 130.956 102.593 120.346 130.526 135.176 119.665 124.446 134.823 136.376 123.771 117.99 133.11 121.352 112.451 135.126 95.513 125.341 103.216 124.755 106.964 111.35 130.117 98.0006 106.248 109.852 116.745 91.4718 98.3841 92.8011 92.1437 100.828 93.5966 99.2296 101.279 96.2223 95.5731 109.773 90.832 104.574 95.128 107.57 109.213 103.024 99.7891 110.389 100.353 97.5545 92.0953 109.17 105.437 107.396 116.624 103.955 94.3378 97.5779 102.393 98.6603 101.846 102.098 100.46 84.2031 93.9556 89.5231 95.0122 102.085 95.3901 104.248 100.769 93.6151 91.9687 97.2661 96.8845 94.6518 91.5448 87.4693 95.2955 80.7632 95.9824 94.1868 73.8506 89.2672 95.8552 94.3892 71.1866 83.063 82.2999 80.4952 81.8335 74.468 64.0446 93.6653 79.8645 88.4486 67.7966 73.1414 82.9725 73.7138 71.5658 76.5957 72.6196 79.1308 77.0411 78.7983 61.646 71.2007 76.0557 80.3361 78.1943 70.4307 77.7048 73.8643 75.5835 73.6236 76.8886 64.8822 68.6636 64.7789 77.2892 74.2542 59.8706 56.1159 69.9214 72.7042 58.5368 72.2404 73.4595 68.0009 79.8148 57.4072 61.7975 79.4747 65.642 66.2999 83.914 68.6204 59.8318 63.3449 58.4241 55.5559 67.213 59.8095 59.0944 69.1261 67.4585 65.7242 59.7425 53.2723 59.7826 56.8429 55.5972 48.4568 57.6624 66.3364 49.4169 67.5998 52.5501 64.7664 60.466 61.9026 58.4234 55.5788 54.2166 59.4572 68.0987 64.3785 63.3707 60.3805 54.4512 60.7634 54.5218 56.2493 61.3579 60.3888 55.757 45.3883 60.3982 55.4771 55.3347 44.8754 49.2758 55.9481 55.5452 43.2205 50.6549 52.0655 49.6437 51.9107 54.0149 44.1584 50.5983 54.8954 41.8591 53.1323 40.6161 50.2696 48.4149 48.2881 56.6674 50.9745 64.9566 47.7634 51.8139 58.0083 58.5694 49.0582 44.8563 44.9056 47.2963 47.6632 45.9808 54.855 55.6763 49.1458 53.2656 40.7874 38.0034 48.4634 50.1618 37.6719 48.2752 56.1213 56.7007 47.6353 44.2246 41.274 47.7437 53.8719 46.5601 56.2594 46.6374 46.463 50.7766 48.4019 48.2925 37.0146 43.6212 41.2914 47.4082 44.8128 42.355 40.0522 42.2458 54.9513 44.1901 45.4465 50.9148 49.1612 37.8366 43.076 45.4681 48.4614 47.1065 39.5051 44.9178 46.5721 43.5351 51.4655 41.8443 45.814 41.9558 40.723 42.9046 49.526 47.2626 50.8778 49.5922 40.0899 38.2391 44.9113 51.5184 45.4277 46.0001 51.8195 41.727 46.0464 40.5714 48.7244 51.8806 36.3908 43.7407 46.5303 44.8757 45.9629 46.7397 41.9049 40.6802 49.545 38.1057 41.337 47.9636 40.1763 31.0736 47.7708 46.6019 42.5329 42.3793 38.9671 52.5725 36.4263 41.8376 39.034 46.5874 40.545 41.9426 40.6973 26.3722 49.5492 43.1073 39.4001 37.5005 43.0388 42.4699 44.2673 43.6319 44.2455 44.7072 38.7697 40.7352 40.1176 41.4631 35.7692 39.8427 36.6262 39.954 47.0798 38.3536 38.8222 35.8343 42.8702 39.954 39.461 45.404 53.8861 34.6781 41.3157 42.2862 38.8312 45.4285 37.7312 39.3654 33.5004 38.9484 41.4523 40.6278 40.5515 48.5654 42.9266 32.9998 33.5428 37.0552 35.7906 38.2382 41.6463 33.4338 47.1505 45.9899 43.5703 36.4141 40.6157 34.179 37.6197 41.2859 37.7545 45.1023 37.0202 40.039 52.6905 50.8216 32.8194 36.013 34.7803 41.4336 31.233 35.806 33.5144 32.3301 33.4222 39.3937 34.7206 43.6309 33.3692 28.6716 40.3125 39.015 43.4063 39.435 41.3253 34.6683 30.4035 38.384 35.9368 26.8021 42.3413 41.4596 43.3154 34.593 36.5382 38.9091 45.5407 38.1545 34.1117 42.3393 40.6193 33.5577 38.7449 31.5848 31.7169 32.9334 35.8519 41.2904 38.1433 45.5361 35.8539 40.0854 36.3976 29.3012 49.0006 43.6523 45.3307 30.5356 34.0385 38.852 36.4908 42.5472 31.5942 35.9722 47.6194 35.2948 33.506 38.825 41.8283 34.0365 40.1625 34.7374 35.189 36.9989 32.8529 32.1755 39.4249 37.1285 38.3114 38.2831 35.3676 30.4959 35.2961 43.4805 37.73 29.733 31.7509 34.1117 39.8858 38.7402 40.578 30.0041 38.8708 32.91 46.031 50.8101 38.8329 42.9361 39.3579 38.4018 43.6992 41.3549 42.5656 36.4615 40.0301 48.3567 40.5731 42.6<128 37.7087 38.191 38.9126 34.5544 37.6256 37.6391 38.2875 45.401 41.2795 40.6376 46.425 31.1148 38.8275 53.1976 35.3063 31.7044 37.1307 34.0679 40.6524 35.3332 32.2384 32.9978 35.716 31.6311 33.9513 44.7136 30.6313 43.0461 45.5334 39.3097 39.4322 47.7037 45.4059 44.2389 43.5922 39.9497 30.5148 33.9893 40.632 40.198 42.5554 39.373 30.9194 34.0528 37.0855 41.3783 32.2546 40.6067 32.3844 39.2846 39.6778 38.8587 36.9816 32.2563 42.4505 31.0395 41.8478 35.931 45.8967 39.9899 27.5723 39.4293 36.5401 33.5307 36.3593 40.1966 43.5486 45.2911 52.6374 37.5337 40.083 28.0665 35.8999 37.6439 41.3395 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754 41.754

