0	11	0 0 0 0 0 0 0.110451 0.76098 1.71984 2.86858 4.40073 6.34623 9.6615 13.8526 18.2906 22.6125 27.0814 31.9175 38.4 45.8159 52.3391 57.2783 61.5477 65.673 69.7982 73.9235 78.0487 62.9776 62.8593 62.7409 62.6225 62.5041 62.3858 62.2674 62.149 62.0307 61.2239 60.0156 58.8831 57.6668 56.5675 55.2625 54.1292 54.007 53.6582 53.3926 53.3778 53.2583 53.0174 53.0019 53.1201 53.108 53.1165 53.3069 53.0392 53.3833 53.0686 53.1071 52.8321 52.6505 52.6623 52.4925 52.0455 51.8558 51.9961 51.7327 51.488 51.3409 51.1572 51.0771 50.9437 50.6971 50.4807 50.268 50.2232 49.9977 49.8228 49.5221 49.132 48.8581 48.4454 48.3739 47.9184 47.6823 47.0412 46.6295 46.3832 45.9444 45.5018 45.202 44.5099 44.5547 43.8536 43.3823 42.8397 42.6037 42.0402 41.6287 41.3307 40.6431 40.2826 39.8434 39.4043 38.9651 38.5259 38.0867 37.6475 37.2084 36.7692 36.33 35.8908 35.428 34.9652 34.5024 34.0396 33.5768 33.114 32.6512 32.1884 31.7256 31.2628 30.8257 30.3886 29.9515 29.5144 29.0773 28.6403 28.2032 27.7661 27.329 26.8919 26.5179 26.1439 25.7699 25.396 25.022 24.648 24.274 23.9 23.5261 23.1521 22.8475 22.543 22.2385 21.9339 21.6294 21.3249 21.0203 20.7158 20.4113 20.1067 19.7878 19.4689 19.15 18.831 18.5121 18.1932 17.8742 17.5553 17.2364 16.9175 16.6612 16.405 16.1488 15.8925 15.6363 15.38 15.1238 14.8676 14.6113 14.3551 14.1931 14.0311 13.8691 13.707 13.545 13.383 13.221 13.059 12.897 12.7349 12.5217 12.3084 12.0951 11.8818 11.6685 11.4552 11.2419 11.0286 10.8154 10.6021 10.4306 10.2591 10.0876 9.91609 9.7446 9.5731 9.40161 9.23011 9.05862 8.88713

1	11	35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 33.6297 31.8103 29.9908 28.1714 26.352 24.5325 22.7131 20.8936 19.0742 17.2547 16.454 16.4737 16.471 14.1446 12.5222 19.0126 19.4976 20.6864 22.5792 25.1758 22.738 20.796 19.5579 19.0236 20.2 21.8195 23.4389 25.0583 26.6778 28.2972 29.9167 31.5361 33.1556 34.775 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945 35.1945


0	14	0 0 0.00100415 0.0302995 0.189506 0.679693 1.66542 3.02996 5.06577 7.53786 10.6617 14.5266 20.9249 30.035 41.4017 55.6632 72.9855 92.5907 118.26 146.885 170.768 188.769 201.312 213.303 225.294 237.285 249.275 258.776 257.593 256.409 255.225 254.041 252.858 251.674 250.49 249.307 245.374 240.289 234.779 228.573 221.442 213.952 207.604 204.377 201.544 198.515 194.906 191.795 189.588 187.362 184.288 181.672 178.953 177.353 176.084 174.238 173.272 171.386 170.809 169.731 168.928 167.679 166.761 166.077 165.193 163.979 162.783 161.734 160.363 158.774 157.635 156.325 154.603 152.913 151.257 149.521 148.003 146.36 145.259 143.236 142.136 140.461 139.112 138.147 137.307 136.561 136.178 135.635 135.403 135.332 135.499 135.621 135.97 136.251 136.728 136.985 137.835 138.034 138.584 139.196 139.266 139.453 139.64 139.826 140.013 140.2 140.387 140.574 140.761 140.947 141.134 140.548 139.961 139.375 138.789 138.202 137.616 137.03 136.443 135.857 135.27 134.34 133.409 132.479 131.548 130.618 129.688 128.757 127.827 126.896 125.966 124.944 123.921 122.899 121.877 120.855 119.833 118.811 117.789 116.767 115.744 115.077 114.409 113.742 113.075 112.407 111.74 111.072 110.405 109.737 109.07 108.359 107.648 106.936 106.225 105.514 104.803 104.092 103.381 102.67 101.958 101.411 100.864 100.317 99.77 99.2229 98.6758 98.1286 97.5815 97.0344 96.4873 95.8887 95.2901 94.6915 94.0929 93.4943 92.8957 92.2971 91.6985 91.0999 90.5013 89.986 89.4707 88.9554 88.4401 87.9248 87.4095 86.8942 86.379 85.8637 85.3484 84.8761 84.4039 83.9316 83.4594 82.9871 82.5149 82.0426 81.5704 81.0981 80.6259

1	14	54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 51.2381 46.9451 42.6521 38.3591 34.0661 29.7731 25.4801 21.187 16.894 12.601 13.1645 15.5403 18.862 17.2048 16.6462 16.9972 17.6358 19.373 22.2088 26.1431 22.2199 19.0705 17.0197 16.0675 18.8847 22.7777 26.6707 30.5638 34.4568 38.3498 42.2428 46.1358 50.0288 53.9218 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301 54.9301


0	20	1.58561 3.22495 8.16547 16.299 27.4423 41.2996 57.475 75.5637 95.286 114.633 133.212 154.375 185.625 216.875 236.079 253.944 224.539 260.518 263.071 276.778 278.071 283.574 340.78 302.807 284.941 267.075 262.628 300.229 285.226 265.585 267.316 289.418 284.176 254.976 225.775 207.115 187.87 187.623 187.377 187.13 178.291 159.877 141.464 123.051 117.34 115.028 112.872 109.535 107.677 105.159 102.907 100.137 97.6951 95.1281 92.4417 89.4785 86.6806 83.6866 81.5972 79.3613 77.0468 75.1765 73.0609 70.7878 68.8064 67.2576 65.4711 63.5924 62.2252 60.3971 58.9257 57.2807 56.0531 54.4732 53.2021 51.6627 50.2664 48.9244 47.7789 46.3027 45.1456 43.8742 42.7133 41.4772 40.3567 39.2998 38.118 37.1727 36.0752 34.9833 33.9786 33.029 32.1271 31.2359 30.1887 29.5955 28.7822 27.9086 27.1 26.2307 25.9041 25.3756 24.8471 24.3187 23.7902 23.2617 22.7333 22.2048 21.6763 21.1478 20.6194 20.2374 19.8554 19.4734 19.0915 18.7095 18.3275 17.9455 17.5635 17.1816 16.7996 16.5442 16.2888 16.0334 15.778 15.5226 15.2673 15.0119 14.7565 14.5011 14.2457 13.9957 13.7457 13.4957 13.2458 12.9958 12.7458 12.4958 12.2458 11.9958 11.7458 11.5443 11.3428 11.1413 10.9398 10.7382 10.5367 10.3352 10.1337 9.93215 9.73063 9.52416 9.3177 9.11124 8.90478 8.69832 8.49186 8.2854 8.07893 7.87247 7.66601 7.52785 7.3897 7.25154 7.11338 6.97522 6.83706 6.6989 6.56075 6.42259 6.28443 6.15442 6.02441 5.89439 5.76438 5.63437 5.50435 5.37434 5.24433 5.11432 4.9843 4.89451 4.80471 4.71492 4.62512 4.53533 4.44553 4.35574 4.26594 4.17615 4.08635 3.99511 3.90387 3.81262 3.72138 3.63014 3.53889 3.44765 3.35641 3.26516 3.17392

1	20	154.442 141.771 127.693 113.615 99.5372 85.4592 71.3811 57.303 43.225 43.7272 50.1775 56.1757 68.9154 77.4037 85.8209 91.1476 62.6845 57.0766 60.6398 65.3114 50.7194 29.3037 80.1399 52.2869 58.6314 58.3287 40.861 52.642 57.87 55.8015 55.9657 56.9124 55.7035 55.8754 48.8746 22.7526 46.9648 48.9534 49.9981 45.7724 45.2648 48.4898 46.9987 44.1459 54.569 68.1191 81.6691 95.2192 108.769 122.319 135.869 149.419 162.969 176.52 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501 179.501


0	21	0.000121865 0.000638739 0.00799195 0.0664946 0.305115 0.912519 2.10322 3.90764 6.20504 9.13845 13.093 18.3344 25.4472 33.3348 41.2672 51.4614 62.5718 75.4424 81.2424 82.1464 83.0505 83.9545 84.8586 87.7518 92.2335 96.7152 101.197 105.679 101.363 96.7181 92.0736 87.429 86.3459 88.3834 90.4208 92.4582 94.4435 96.2256 98.0077 99.7897 101.572 103.354 105.136 106.918 107.22 107.647 107.956 109.054 109.882 110.328 111.437 112.591 113.539 113.609 114.739 115.558 115.715 116.391 117.027 118.627 120.099 120.393 121.711 122.528 123.561 124.287 125.234 126.131 126.304 127.239 128.376 128.493 129.54 129.768 129.574 130.561 130.411 130.285 131.244 130.985 131.34 130.437 130.267 130.347 130.792 130.078 130.205 129.729 128.896 128.477 127.67 127.537 126.482 125.68 124.215 124.357 123.812 122.256 121.904 121.374 119.957 119.043 118.13 117.216 116.302 115.389 114.475 113.561 112.647 111.734 110.82 109.789 108.758 107.727 106.695 105.664 104.633 103.602 102.571 101.54 100.509 99.4559 98.4032 97.3504 96.2976 95.2448 94.1921 93.1393 92.0865 91.0337 89.981 89.0886 88.1962 87.3038 86.4114 85.5191 84.6267 83.7343 82.8419 81.9495 81.0572 80.1053 79.1534 78.2015 77.2496 76.2977 75.3458 74.3939 73.4421 72.4902 71.5383 70.8472 70.1562 69.4652 68.7741 68.0831 67.3921 66.701 66.01 65.319 64.6279 63.9757 63.3236 62.6714 62.0192 61.367 60.7149 60.0627 59.4105 58.7583 58.1062 57.307 56.5078 55.7086 54.9094 54.1101 53.3109 52.5117 51.7125 50.9133 50.1141 49.4529 48.7916 48.1304 47.4691 46.8079 46.1466 45.4854 44.8241 44.1629 43.5016 43.1666 42.8315 42.4965 42.1615 41.8264 41.4914 41.1564 40.8213 40.4863 40.1513

